Index,Year,H0,eH0,ObsType,Reference
1,1927,625,50,O,"Lemaitre, G. 1927, Ann. of the Scientifc Society of Bruselles 47A, 49"
2,1928,460,45,O,"Robertson, H. 1928, Phil. Mag. 5, 835. (error bars estimated jph)"
3,1929.046,500,50,A,"Hubble 1929, PNAS 15, 168  (10\% error)"
4,1931.18,558,50,A,"Hubble and Humason 1931, ApJ 74, 43 (<10\% error)"
5,1931.914,290,217.5,O,"Oort 1931, BAN 6, 155."
6,1935.1,865,100,O,"Eddington, 1935, MNRAS 95, 636 (Large Number Hypothesis)"
7,1936,524,50,O,"Hubble 1936, Realm of the Nebulae (Dover)"
8,1951.08,260,135,O,"Behr 1951, Astr. Nachr. 279, 97"
9,1952.694,280,28,O,"Baade, 1954, Trans IAU 8, 397"
10,1956.3,180,36,AS,"Humason, Mayall \& Sandage 1956, AJ 61, 97 (error prob > 20%)"
11,1958,136,14,A,"Holmberg 1958, Lund. Medd Ser. II 136"
12,1958.35,75,25,AS,"Sandage 1958, ApJ 127, 513"
13,1960,100,18.5,AV,"vandenBergh 1960, Zf.Ap. 49, 198"
14,1960.27,120,22.5,AV,"vandenBergh 1960, JRASC 54, 49"
15,1960.79,125,5,O,"Sersic 1960, Zf.f. Ap. 50, 168"
16,1961,130,30,O,"McVittie, G. 1961, in {\it Fact \& Theory in Cosmology}, (New York: Macmillan)."
17,1962.5,98,15,AS,"Sandage 1961, IAU Symp 15, 359 (Problems of Extragalactic Research, G. C. McVittie, ed (New York: MacMillan))"
18,1968.164,79,12,G,"Racine 1968, JRASC 62, 327 % M87 GC's"
19,1968.43,75,17,AS,"Sandage 1968, ApJL 152, L149 % M87 GC's"
20,1970.104,95,13.5,AV,"vandenBergh 1970, Nature 225, 503"
21,1972.72,95,36,NV,"vandenBergh 1972, A\&A 20, 469. Novae"
22,1973,40,19,S,"Branch, D. \& Patchett, B. 1973, MNRAS 161, 71. % SN"
23,1974.71,60,15,S,"Kirshner, R \& Kwan, J. 1974, ApJ 193, 27. EPM on N1068 and M101"
24,1974.912,55,9,OS,"Sandage \& Tammann, 1974c, ApJ 194, 223  III. M101 Group"
25,1974.957,57,6,OS,"Sandage \& Tammann, 1974d, ApJ 194, 559   IV. Luminosity Classes"
26,1975.169,57,3,OS,"Sandage \& Tammann, 1975a, ApJ 196, 313    V. Nearby Gals"
27,1975.291,59,4,OS,"Sandage \& Tammann, 1975b, ApJ 197, 265   VI. Remote ScI's"
28,1975.5,95,13.5,AV,"vandenBergh, 1975, in Galaxies and the Universe (Vol IX) (Chicago: Chicago) p509"
29,1975.52,55,5,AS,"Sandage, 1975, in Galaxies and the Universe (Vol IX) (Chicago: Chicago) p761."
30,1976.67,41,3,O,"Teerikorpi, P. 1976, A\&A 50, 455.  Sc's"
31,1976.708,76,8,O,"Bottinelli \& Gougenheim 1976, A\&Ap 51, 275"
32,1976.875,50,4,BS,"Sandage \& Tammann, 1976, ApJ 210, 7     VII. BTF"
33,1977.175,80,8,B,"Tully \& Fisher 1977, A\&A 54, 661"
34,1977.25,54,43,O,"Noonan, T. 1977, A\&A 55, 285. spiral rotation curves"
35,1977.42,49,9,S,"Branch, D. 1977, MNRAS 179, 401"
36,1977.5,52,2,AS,"Tammann 1977, CNRS Coll. 263, 43"
37,1977.52,83,19,B,"Heidmann 1977, CNRS Coll. 263, 487"
38,1977.54,76,8,B,"Bottinelli \& Gouguenheim 1977, CNRS Coll. 263, 481"
39,1977.56,90,10,AV,"deVaucouleurs, G., Peters \& Corwin 1977, CNRS Coll. 263, 150"
40,1977.624,49,2,OS,"Visvanathan and Sandage 1977, ApJ 216, 214"
41,1977.875,110,10,O,"Lynden-Bell, D. 1977, Nature 270, 396 QSO jets"
42,1979.128,51,2,O,"Visvanathan, N. 1979, ApJ 228, 81"
43,1979.207,58,11,OK,"Kennicutt, R. 1979a, ApJ 228, 696  (HII Regions, Isophotal diameters)"
44,1979.209,60,12.5,OK,"Kennicutt, R. 1979b, ApJ 228, 704  (HII regions)"
45,1979.24,56,15,S,"Branch, D. 1979, MNRAS 186, 609."
46,1979.253,61,4,HK,"Aaronson, Mould \& Huchra 1979, ApJ 229, 1  IRTF Virgo+Uma"
47,1979.42,59,8,O,"Visvanathan, N. \& Griersmith, D. 1979, ApJ 230, 1. Virgo and luminosity classes"
48,1979.67,80,11,G,"Hanes, D 1979, MNRAS 188, 901"
49,1979.739,100,10,AV,"deVaucouleurs,1979 in Problems of the Cosmos (Rome Symposium)"
50,1979.79,100,10,AV,"deVaucouleurs \& Bollinger 1979a, ApJ 233, 433"
51,1980.125,75,15,O,"Stenning \& Hartwick, 1980, AJ 85, 101  (Sb Luminosity classes)"
52,1980.419,65,4,HK,"Mould, Aaronson \& Huchra 1980, ApJ 238, 458  (Virgo IRTF)"
53,1980.503,95,4,HK,"Aaronson \etal 1980, ApJ 239, 12   Clusters"
54,1980.75,50,8,AS,"Tammann, G., Sandage, A. \& Yahil, A. 1980, in {\it Physical Cosmology}, 1979 Les Houches Summer  School, Balian, R., Audouze, J. \& Schramm, D. eds (North Hol"
55,1981.503,55,6,OK,"Kennicutt, 1981, ApJ 247, 9 (HII Regions and Virgo)"
56,1982,50,7,AS,"Sandage, A. \& Tammann,G. 1982, in {\it Astrophysical Cosmology}, Br\""uck, Coyne \& Longairm eds, Pontifical Academy of Sciences \#48, p23."
57,1982.374,50,7,AS,"Sandage \& Tammann, 1982, ApJ 256, 339     VIII. Global Value"
58,1982.458,63,10,HK,"Tully, Mould \& Aaronson 1982, ApJ 257, 527 (Color Mag to Virgo)"
59,1982.5,71,2,R,"Visvanathan, N. 1982, Proc.ASA 4, 419. VR+I TF"
60,1982.731,95,10,AV,"deVaucouleurs 1982, Nature 299, 303"
61,1983.05,100,10,AV,"deVaucouleurs 1983, MNRAS 202, 367"
62,1983.083,82,10,HK,"Aaronson \& Mould 1983, ApJ 265, 1 (groups)"
63,1983.169,93,10,O,"Buta, R. \& deVaucouleurs 1983, ApJ 266, 1. Inner Rings"
64,1983.957,74,11,R,"Visvanathan 1983, ApJ ,275, 430. ITF"
65,1984.07,55,9,H,"Sandage \& Tammann 1984, Nature 307, 326. IRTF"
66,1984.207,91,3,HK,"Bothun, G. \etal 1984, ApJ 278, 475 (ScI's)"
67,1984.54,85,5,O,"Paturel, G. 1984, ApJ 282, 382. Sosies Long"
68,1984.56,102,8,O,"Paturel, G. 1984, ApJ 282, 382. Sosies Short"
69,1984.919,101,10,A,"deVaucouleurs \& Peters, 1984, ApJ 287, 1"
70,1985.086,97,20,S,"deVaucouleurs, G. 1985, ApJ 289, 5. Tycho's SN"
71,1985.5,50,7,AS,"Sandage \& Tammann 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p1."
72,1985.5,120,20,O,"Giraud, E. 1885, A\&A 153, 125"
73,1985.502,50,7,O,"Tammann, G. \& Sandage, A. 1985, ApJ 294, 81. Infall, CMB and H"
74,1985.52,70,30,S,"Bartel, N. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p107."
75,1985.54,55,15,S,"Branch, D. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p138."
76,1985.54,52,2,AS,"Tammann, G. \& Sandage, A. 1985, ApJ 294, 81. Virgo"
77,1985.56,43,10,SS,"Cadonau, S \& T 1985,  in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p151."
78,1985.58,60,0,S,"Kirshner, R. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p171."
79,1985.6,55,15,S,"Wheeler, J. C. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p200."
80,1985.64,67,4,H,"Visvanathan, N. 1985, PASAu 6, 140. Virgo"
81,1985.75,99,7,SV,"deVaucouleurs, G. \& Corwin, H. 1985, ApJ 297, 23"
82,1986,50,7,AS,"Sandage \& Tammann 1986, in Innerspace/Outerspace,  Kolb \etal eds, (Chicago: Chicago) p41."
83,1986.02,85,22.5,HK,"Huchra, J. 1986, in Innerspace/Outerspace, Kolb \etal eds., (Chicago: Chicago) p65."
84,1986.207,92,1,HK,"Aaronson \etal 1986, ApJ 302, 536"
85,1986.253,90,20,AK,"Aaronson \& Mould 1986, ApJ 303, 1"
86,1986.355,109,4,O,"deVaucouleurs, G. and Peters, W. 1986, ApJ 303, 19. Sosies"
87,1986.5,43,10,AS,"Sandage, 1986, in Luminous Stars ... p 40."
88,1986.6,99,10,AV,"deVaucouleurs 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p1."
89,1986.62,60,10,S,"Wheeler \& Harkness 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p45."
90,1986.64,85,15,HK,"Aaronson 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p55."
91,1986.66,55,5,B,"Huchtmeier 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p63."
92,1986.68,60,6,BS,"Kraan-Korteweg \etal 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p65."
93,1986.7,72,3,B,"Bottinelli \etal 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p73."
94,1986.72,70,5,A,"Visvanathan 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel) p99."
95,1986.79,105,11,A,"Buta, R. \& Corwin, H. 1986, ApJS 62, 283.  Hercules distance"
96,1987.2,55,7,AS,"Tammann 1987, in Observational Cosmology, IAU Symp 124, Hewitt \etal eds (Dordrrecht: Kluwer) p151."
97,1987.22,90,10,HK,"Aaronson 1987, in Observational Cosmology, IAU Symp 124, Hewitt \etal eds (Dordrrecht: Kluwer) p187."
98,1987.417,67,10,D,"Dressler  Dn-sig 1987, ApJ 317, 1"
99,1987.5,92,30,HK,"Huchra 1987, Texas Symposium on Relativistic Astrophysics"
100,1987.52,50,10,AS,"Tammann 1987,  ""     ""              """
101,1987.54,69,14,N,"Pritchet \& vandenBergh 1987, ApJ 318, 507, (Virgo Novae)"
102,1987.669,60,15,S,"Branch 1987, ApJL 320, 23 (1987A)"
103,1988.1,66,10,A,"Rowan-Robinson, M. 1988, Space Science Rev. 48, 1"
104,1988.333,56,12,NS,"Sandage \& Tammann  1988, ApJ 328, 1  (Virgo Novae)"
105,1988.458,48,12,O,"Sistero, R 1988, ApLC 27, 41."
106,1988.5,65,22.5,S,"Bartel, N. 1988, in Impact of VLBI on Astrophysics and Geophysics, Ried \& Moran, eds, IAU Symp 129, pg 175."
107,1988.54,85,10,R,"Pierce \& Tully 1988, ApJ 330, 579"
108,1988.556,90,5,A,"Tully, R. B. 1988, Nature 334, 209."
109,1988.622,42,11,AS,"Sandage, 1988, ApJ 331, 583"
110,1988.624,56,13,AS,"Sandage 1988, ApJ 331, 605"
111,1988.626,57,1,BS,"Kraan-Korteweg, Cameron \& Tammann 1988, ApJ 331, 620"
112,1988.79,75,5,D,"Terndrup, D. 1988, PASP 100, 1226"
113,1988.874,89,10,O,"Melnick, Terelvich \& Moles 1988, MNRAS 235, 297"
114,1988.92,88,35,HK,"Huchra 1988, in Extragalactic Distance Scale, van den Bergh and Pritchet, eds, p 257."
115,1988.94,55,15,D,"Terndrup, D. 1988 in Extragalactic Distance Scale Symp"
116,1988.96,70,20,AV,"vandenBergh, S. 1988, in Extragalactic Distance Scale Symp, p375"
117,1988.98,57,10,S,"Branch, D.  1988, in   ""               ""      ""    """
118,1989,75,15,L,"Lehar, Hewitt \& Roberts 1989, in Gravitational Lenses, Moran \etal eds (Berlin: Springer) p84."
119,1989.02,105,35,L,"Vandereist \etal 1989, in Gravitational Lenses, Moran \etal eds (Berlin: Springer) p90."
120,1989.207,90,15,HK,"Aaronson \etal 1989, ApJ 338, 654"
121,1989.5,72,3,B,"Gouguenheim, L. 1989, in The World of Galaxies (Berlin: Springer)"
122,1989.55,67,8,AV,"vandenBergh 1989, A\&A Reviews 1, 111"
123,1989.708,85,5,D,"Pierce, ApJL 344, L57."
124,1989.874,88,23,F,"Tonry, Ajar \& Luppino 1989, ApJL 346, L57"
125,1990.04,24,11.5,O,"McHardy \etal 1990, MNRAS 242, 215"
126,1990.054,68,8,B,"Fouque, Bottinelli, Gouguenheim \& Paturel 1990, ApJ 349, 1"
127,1990.2,73,10,A,"Visvanathan 1990, Aust J Phys 43, 189"
128,1990.472,87,12.5,PK,"Jacoby, G., Ciardullo, R. \& Ford, H. 1990, ApJ 356, 332"
129,1990.5,71,3.5,B,"Gouguenheim, L. et al. 1990, in The Quest for Fundamental Constants in Cosmology, J. Audouze \& J. Tran Thanh Van, eds.  Editions Frontieres, pg 3."
130,1990.944,45,3,AS,"Sandage \& Tammann 1990 ApJ 365, 1"
131,1991,70,10,A,"Rowan-Robinson, M. 1991, in Observational Tests of Cosmological Inflation, T. Shanks, \etal eds. (Dordrecht: Kluwer), p 161."
132,1991.02,84,10,A,"Pierce, M. 1991, in Observational Tests of Cosmological Inflation, T. Shanks, \etal eds. (Dordrecht: Kluwer), p 173"
133,1991.04,52,2,AS,"Tammann, G. 1991, in Observational Tests of Cosmological Inflation, T. Shanks, \etal eds. (Dordrecht: Kluwer), p 179."
134,1991.06,69,14,A,"Pritchet, C. 1991, in Observational Tests of Cosmological Inflation, T. Shanks, \etal eds. (Dordrecht: Kluwer), p 199."
135,1991.223,50,17,L,"Rhee, G. 1991, Nature 350, 211"
136,1991.387,82,7,F,"Tonry, J. 1991, ApJL 373, L1"
137,1991.5,52,2,A,"Burbidge, G. 1991, in {\it Physical Cosmology}, pg 55, A. Blanchard \etal eds (Gif Sur Yvette: Editions Frontieres)"
138,1991.52,55,15,Z,"Birkinshaw, M. 1991, in Physical Cosmology, A. Blanchard \etal eds (Gif Sur Yvette: Editions Frontieres)"
139,1991.554,92,19,B,"Fukugita, M. \etal 1991, ApJ 376, 8"
140,1991.753,45,12,Z,"Birkinshaw, Hughes \& Arnaud 1991, ApJ379, 466"
141,1991.97,87,12,PK,"Ciardullo \etal 1991, ApJ 383, 487"
142,1992.25,90,10,A,"Tully, R. B. 1992, in PNAS from Irvine meeting of March 1992."
143,1992.297,85,10,AK,"Huchra, J. 1992, Science 256, 321"
144,1992.5,55,25,L,"Refsdal in Gravitational Lenses, Kayser \etal eds (Berlin: Springer) p61."
145,1992.6,80,12,A,"Jacoby, G. \etal 1992, PASP 104, 599"
146,1992.75,44,3,O,"Duemmler, R. 1992, A\&A 264, 1.  (Luminosity Function) DM_virgo = 31.7"
147,1992.78,63,3,O,"Duemmler, R. 1992, A\&A 264, 1.  (Luminosity Function) DM_virgo = 30.9"
148,1992.919,77,8,O,"Lauer and Postman 1992, ApJL 400, L47"
149,1992.943,45,9,SS,"Saha, A. \etal 1992, ApJL 401, L7"
150,1993.002,43,11,OS,"Sandage 1993, ApJ 402, 3  Angluar Diameters"
151,1993.5,44,12,OS,"Sandage 1993, in Observational Cosmology, Chincarini \etal eds (PASP Vol 51) pg 3. Gal Diams"
152,1993.52,90,10,A,"Tully 1993, in Observational Cosmology, Chincarini \etal eds (PASP Vol 51) pg 18."
153,1993.54,58,10,S,"Schmidt, Kirshner \& Eastman 1993, in Observational Cosmology, Chincarini \etal eds (PASP Vol 51) pg 30"
154,1993.6,86,18,P,"Mendez \etal A\&A 275, 534"
155,1993.72,47,5,SS,"Sandage 1993, ApJ 415, 1 (SnI in V)"
156,1993.722,89,6,AV,"deVaucouleurs 1993, ApJ 415, 10"
157,1993.724,85,4,GV,"deVaucouleurs 1993, ApJ 415, 33 (GC Specific Freqiencies)"
158,1993.777,75,8,G,"McMillan \etal 1993, ApJ 416, 62"
159,1994.002,55,17,Z,"Birkinshaw \& Hughes 1994, ApJ 420, 33"
160,1994.169,53,8,SS,"Sandage \etal 1994, ApJL 423, L13"
161,1994.278,52,9,SS,"Saha \etal 1994, ApJ 425, 14"
162,1994.291,81,16,S,"Schmidt \etal 1994, AJ 107, 1444  SnII 1992am"
163,1994.669,73,7,S,"Schmidt \etal 1994, ApJ 432, 42  SnII"
164,1994.823,80,17,TK,"Freedman, W. \etal 1994, Nature 371, 757"
165,1995,67,7,S,"Riess, Press and Kirshner 1995, ApJL 438, L17. SN Ia LCS"
166,1995.002,52,8,SS,"Saha \etal 1995, ApJ 438, 8.  NGC5253"
167,1995.25,58,6,Z,"Rephaeli 1995, Ann. Rev A\&A 33, 541, SZ Summary"
168,1995.44,55,7,AS,"Sandage, A. \& Tammann, G. 1995, ApJ 446, 1.  Virgo"
169,1995.5,50,5,AS,"Sandage 1995, in The Deep Universe, Saas-Fee \#23, Binngeli and Buser, eds, (Berlin: Springer) p189."
170,1995.55,60,4,S,"Fisher, A. Branch, D., Hoflich, P. \& Khokhlov, A. 1995, ApJL 447, L73."
171,1995.61,71,27.5,Z,"Herbig \etal 1995, ApJL 449, L5. SZ to Coma"
172,1995.637,80,17,TK,"Mould \etal 1995, ApJ 449, 413"
173,1995.686,69,8,A,"Tanvir, N. \etal 1995, Nature 377, 27.  Leo HST"
174,1995.791,80,17,TK,"Kennicutt, Freedman \& Mould, 1995, AJ 110, 1476"
175,1995.804,70,13,O,"Della Valle \& Livio 1995, ApJ 452, 704"
176,1995.86,57,2.5,SV,"VandenBergh, S. 1995, ApJL 453, L55"
177,1995.917,78,11,G,"Whitmore, B. \etal 1995, ApJL 454, L73"
178,1995.93,70,9,AK,"Freedman, W. 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti, D. Macchetto \& E. Schreier, eds. Pg 3."
179,1995.94,55,10,AS,"Tammann, G. \etal 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti, D. Macchetto \& E. Schreier, eds. Pg 9."
180,1995.95,69,8,O,"Tanvir, N. 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti, D. Macchetto \& E. Schreier, eds. Pg 38."
181,1995.96,78,11,G,"Sparks, W. \etal 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti, D. Macchetto \& E. Schreier, eds. Pg 43."
182,1995.976,81,8,OV,"VandenBergh, S. 1995, Science 270, 1942"
183,1995.99,66,6,S,"Riess, A., Press, W. \& Kirshner, R. 1995, BAAS 187, 1712."
184,1996,50,2,AS,"Tammann, G. \& Sandage, A. 1996in IAU Symp 168, {\it Examining the Black Body and Diffuse Background Raduation}, M. Kafatos, ed. (Dordrecht: Kluwer) p163."
185,1996.02,77,12,AV,"VandenBergh, S. 1996, in IAU Symp 168, {\it Examining the Black Body and Diffuse Background Raduation}, M. Kafatos, ed. (Dordrecht: Kluwer) p157. Wierd limits"
186,1996.05,56,5,OS,"Sandage, A. 1996, AJ 111, 1.  Spiral Luminosity Functions"
187,1996.07,55,5,OS,"Sandage, A. 1996, AJ 111, 18. M31+M101 look alikes."
188,1996.1,55,10,AS,"Tammann, G., Labhardt, L., Federspiel, M."
189,1996.143,84,4,PK,"Ford, H. \etal 1996, ApJ 458, 455"
190,1996.15,76,8,O,"Zasov 1996, AstronLett 22, 71  Theory, Disk Stability"
191,1996.17,67,9,S,"Hoeflich, P. \& Khokhlov, A. 1996, ApJ 457, 500. SN Theory"
192,1996.22,57,4,SS,"Sandage, A. \etal 1996, ApJL 460, L15. N4639 + six  Ia's"
193,1996.25,65,8,S,"Hendry \& Kanbur 1996, in Mapping, Measuring and Modeling the Universe, Coles \etal eds, ASP \#94, p357."
194,1996.26,55,3,S,"Schaefer, B. 1996, ApJL 460, L19. SN 1960F"
195,1996.333,57,4,S,"Schaefer, B. 1996, AJ 111, 1668 SN1937C"
196,1996.375,40,10,Z,"Lasenby \& Jones 1997, in CDS, Livio \etal eds (Cambridge: Cambridge) p76."
197,1996.377,70,5,R,"Giovanelli, R. 1997, in  in CDS, Livio \etal eds (Cambridge: Cambridge) p113"
198,1996.379,60,3,SS,"Saha, A. 1997, in CDS, Livio \etal eds (Cambridge: Cambridge) p128"
199,1996.38,74,11,TK,"Bureau, M., Mould, J. \& Staveley-Smith, L. 1996, ApJ 463, 60.  TF to Fornax"
200,1996.381,54,4,SS,"Tammann, G. \& Federspeil, M. 1997,  in CDS, Livio \etal eds (Cambridge: Cambridge) p137."
201,1996.383,73,10,TK,"Mould \etal 1997, in CDS, Livio \etal eds (Cambridge: Cambridge) p7158"
202,1996.385,73,10,TK,"Freedman, W. Madore, B. \& Kennicutt, R. 1997,  in CDS, Livio \etal eds (Cambridge: Cambridge) p7171"
203,1996.387,82,13,G,"Whitmore, B. 1997,  in CDS, Livio \etal eds (Cambridge: Cambridge) p7254"
204,1996.389,81,6,F,"Tonry, J. 1997,  in CDS, Livio \etal eds (Cambridge: Cambridge) p7297*"
205,1996.44,62,9,GS,"Sandage, A. \& Tammann, G. 1996, ApJ 464, L51 GCLF Virgo"
206,1996.444,85,11.5,L,"Grogin, N. \& Narayan, R. 1996, ApJ 464, 92 (0957+561)"
207,1996.48,60,10,A,"Gouguemheim, L. \etal 1996, Rev Mod Astr 9, 127."
208,1996.5,55,10,AS,"Tammann, G. 1996, Rev Mod Astr 9, 139."
209,1996.53,68,7,S,"Ruiz La Puente, P. 1996,  ApJ 465 83. % SnI Theory"
210,1996.554,56,3,SS,"Saha, A. \etal 1996, ApJ 466, 55. N4536."
211,1996.58,73,7,2,"Eastman, R., Schmidt, B. \& Kirshner, R. 1996, ApJ 466, 911. %    SnII"
212,1996.667,69,8,A,"Amendola A&A 312,353. %   summary"
213,1996.68,72,11,G,"Forbes, D. AJ 112, 954. %  GCLF N4365"
214,1996.78,57,5,S,"Branch, D. \etal 1996, ApJ 470, 7. % SnI"
215,1996.84,63,12,L,"Kundic, Turner \etal 0957 G Lens"
216,1996.89,51,13.5,L,"Keeton and Kochanek, Astroph199611216v2 PG1115+080"
217,1996.91,58,9,O,"Sofue \etal 191996, PASJ 48, 657 (CO TF relation)"
218,1996.92,55,5,SS,"Sandage, A. \& Tammann, G. in {\it Critical Dialogues in Cosmology}, N. Turok, ed (Singapore: World Scientific) p., Astroph199611170"
219,1996.92,73,10,AK,"Freedman. W. 1997, in {\it Critical Dialogues in Cosmology}, N. Turok, ed (Singapore: World Scientific) p92., Astroph199612024"
220,1996.92,63,3,S,"Hamuy, M. \etal 1996, AJ 112, 2398.  SnI"
221,1996.93,65,8,GK,"Forbes, D., Brodie, J. \& Huchra, J. 1996,  AJ 112, 2448, GCLF N5846"
222,1996.93,55,10,AS,"Tammann, G. 1996, PASP 108, 1083.  A Discourse."
223,1996.94,72,7.5,AV,"Van den Bergh, S. 1996, PASP 108, 1091"
224,1996.95,70,10,Z,"Kobayashi \etal PASJ 48, L107  SZ- Summary"
225,1996.96,98,11.5,L,"Grogin, N. \& Narayan, R. 1996, ApJ 473, 570 (0957+561 erratum)"
226,1996.97,72,12,H,"Malhotra, Spergel and Rhodes ApJ 473, 687"
227,1996.98,58,7.5,SS,"Saha, A. \etal 1996, ApJ 486, 1, 1997. N4639 SnI"
228,1997,55,10,AS,"Sandage \& Tammann 1997, Critical Dialogues in Cosmology, N   Turok, ed (Singapore: World Scientific) p130."
229,1997.01,93,11,O,"Chiba, M. \& Yoshi, Y. 1997, in Origin f Matter and Evolution of galaxies, Kajino \etal eds, World Scientific, p137. Disk Structure"
230,1997.02,70,7,D,"Hjorth & Tanvir , N.1997, ApJ 482, 68.  Astroph9701025"
231,1997.02,67,8,D,"Hjorth & Tanvir 1997, ApJ 482, 68.  Astroph9701025"
232,1997.03,68,6,G,"Baum, W. \etal AJ in press GCLF to Coma (also BAAS28, 1288)"
233,1997.04,73,8,TK,Madore \etal Fornax  BAAS 28 1420
234,1997.05,67,9,S,"Hoeflich, P. \etal SnI Theory BAAS 189 451"
235,1997.06,64,21,L,"Schechter, P. \etal Grav lens 1997 ApJ 475, 85 1115+080"
236,1997.08,81,6,F,"Tonry, J. \etal SBF 1997 ApJ 475 399"
237,1997.09,80,8.5,SV,"vandenBergh, S. 1997, in {\it The Evolution of the Universe}, G. B\""orner \& S. Gottl\""ober, eds. (New York: Wiley) pg 35."
238,1997.1,74,5,S,"Ellis, G. F. R. 1997, in {\it The Evolution of the Universe}, G. B\""orner \& S. Gottl\""ober, eds. (New York: Wiley) pg 50."
239,1997.11,82,10,B,"Yasuda, Fukugita & Okamura BTF in Virgo   ApJS 108, 417"
240,1997.13,68,8,T,"Shanks, T. preprint"
241,1997.137,62,7,L,"Falco, E. \etal ApJ in press. Astroph9702152. 0957 lens"
242,1997.15,92,12,O,"Bizyaev, D. Astronom. Zhurnal 74, 172 (1997) Spiral Disks"
243,1997.17,69,5,R,"Giovanelli, R. \etal ApJ 477, L1  ITF"
244,1997.18,75,6,D,"Gregg, M. 1997, New Astron 1, 363. Astroph 9703031 Leo/Coma Fund Plane"
245,1997.19,69,8,A,"Kochanek, C. Astroph 9703059  SnI + new Cephs"
246,1997.21,74,14,rK,"Sakai, S. \etal 1997, ApJ 478, 49  Leo  RGB"
247,1997.22,54,14,Z,"Myers, S., Baker, J., Readhead, A. Leitch, E. \& Herbig, T. 1997, ApJ 485, 1. % Astroph9703123, OVRO preprint 97-6. SZ in A478, A2142 and A2256"
248,1997.225,68,3,SI,"Kirshner, R. 1997,  Irvine  PNAS   SN I and II"
249,1997.23,70,10,AK,"I Freedman, W. 1997,   Irvine  PNAS   Summary, Ho Key Project Team"
250,1997.235,67,3,CI,"Bond, R. 1997, Irvine CMB Spectrum"
251,1997.24,65,10,LI,"Narayan, R. 1997, Irvine  PNAS Lenses"
252,1997.245,60,10,ZI,"Carlstrom, J. 1997, Irvine PNAS SZ"
253,1997.25,58,7.5,A,"Hoyle, F., Burbidge, G. \& Narlikar, J. 1997, MNRAS 286, 173 summary"
254,1997.306,65,16,L,"Oscoz, A. \etal ApJL 479, L92.  0957 G Lens"
255,1997.333,52,6,O,"Goodwin, Gribbin & Hendry Astroph 9704289. Diameters"
256,1997.36,78,50,Z,"Holzapfel, W. \etal ApJ 480, 449. SZ on A2163"
257,1997.368,52,14,L,"Kundic \etal Astroph9704109, PG1115+080"
258,1997.371,53,8.5,L,Courbin \etal A&A in press. Astroph9705093. PG1115+080 Lens
259,1997.376,66,5,S,"Wheeler, J. \& H\""oflich, P. 1998, Rev.Mex A\&A Conf. Series 7, 73.  65.73 km/s/Mpc ..."
260,1997.384,71,11,F,"Thomsen, B., Baum, W., Hammergren, M. & Worthy, G. 1997, ApJL 483, L37. Coma SBF"
261,1997.4,55,5,B,"Theureau, G. 1997, J. Astron. Francais 55, 57. B Band TF"
262,1997.41,44,7,Z,"Rephaeli, Y. \& Yankovich, D. 1997, ApJL 481, L55. Relativistic Corrections to SZ lower H0"
263,1997.42,60,2,O,"Witasse, O. \& Paturel, G. 1997, A\&A 321, 10. Sosies. Internal error only"
264,1997.436,70,10,TK,"Freedman 1997, in 18th Texas Symposium, Olinto, Frieman and Schramm eds (Singapore: World Scientific)  (Astroph9706072)"
265,1997.5,53,5,B,"Theureau, G. \etal 1997, A\&A 322, 730. via magnitudes"
266,1997.5,57,5,B,"Theureau, G. \etal 1997, A\&A 322, 730. via diamters"
267,1997.625,50,20,C,"Hancock \etal Astroph9708254, CMB Fluct MNRAS 294, L1 (1998)"
268,1997.659,89,10,F,"Lauer \etal 1998, ApJ 499, 577. Astroph9708252. Far field H0, clusters"
269,1997.661,82,8,F,"Lauer \etal 1998, ApJ 499, 577.   ""             ""        ""   BCG's"
270,1997.667,53,3,O,"Sciama 1997, MNRAS 289,945 (decaying neutrino theory)"
271,1997.689,61,9,L,Williams & Schechter Astroph9709059 Lensing
272,1997.7,66,12,S,"Iwamoto, K. \& Nomoto, K. 1997, in IUA Symp 183, Cosmological Paramters and the Evolution of the Universe.. SN Theory"
273,1997.75,56,7,SS,"Sandage & Tammann, Hipparcos+SnI preprint"
